danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.373,0.317,0,-9.002,1,0.0295,0.568,5.33e-05,0.0938,0.402,144.166,audio_features,0n8FJ2DDgoBXJjczqYQfMF,spotify:track:0n8FJ2DDgoBXJjczqYQfMF,https://api.spotify.com/v1/tracks/0n8FJ2DDgoBXJjczqYQfMF,https://api.spotify.com/v1/audio-analysis/0n8FJ2DDgoBXJjczqYQfMF,258333,4
0.501,0.498,8,-16.091,1,0.0999,0.389,0.0,0.53,0.907,114.174,audio_features,4TsioC5F2QFO4ty8crDsDi,spotify:track:4TsioC5F2QFO4ty8crDsDi,https://api.spotify.com/v1/tracks/4TsioC5F2QFO4ty8crDsDi,https://api.spotify.com/v1/audio-analysis/4TsioC5F2QFO4ty8crDsDi,840049,4
0.761,0.688,8,-6.107,1,0.0389,0.00461,0.000115,0.159,0.506,100.027,audio_features,4clmdL6WQ02UjR5J78Igyh,spotify:track:4clmdL6WQ02UjR5J78Igyh,https://api.spotify.com/v1/tracks/4clmdL6WQ02UjR5J78Igyh,https://api.spotify.com/v1/audio-analysis/4clmdL6WQ02UjR5J78Igyh,320174,4
0.419,0.758,5,-7.974,1,0.0654,0.612,6.23e-05,0.583,0.674,122.156,audio_features,5NexBkwqoU7FOIGHUeHhZb,spotify:track:5NexBkwqoU7FOIGHUeHhZb,https://api.spotify.com/v1/tracks/5NexBkwqoU7FOIGHUeHhZb,https://api.spotify.com/v1/audio-analysis/5NexBkwqoU7FOIGHUeHhZb,1371476,4
0.514,0.642,4,-11.835,1,0.246,0.17,0.0,0.262,0.81,78.657,audio_features,1bJAynHEPbXhmaezqhnPTu,spotify:track:1bJAynHEPbXhmaezqhnPTu,https://api.spotify.com/v1/tracks/1bJAynHEPbXhmaezqhnPTu,https://api.spotify.com/v1/audio-analysis/1bJAynHEPbXhmaezqhnPTu,983432,4
0.621,0.359,3,-13.837,0,0.0633,0.48,0.0,0.124,0.513,144.002,audio_features,5jnt5HGf3grIxnvn4jvE2B,spotify:track:5jnt5HGf3grIxnvn4jvE2B,https://api.spotify.com/v1/tracks/5jnt5HGf3grIxnvn4jvE2B,https://api.spotify.com/v1/audio-analysis/5jnt5HGf3grIxnvn4jvE2B,406080,4
0.585,0.759,0,-4.029,0,0.047,0.385,0.0,0.162,0.512,139.986,audio_features,1zELKhZAXNVKLaciR1MfHu,spotify:track:1zELKhZAXNVKLaciR1MfHu,https://api.spotify.com/v1/tracks/1zELKhZAXNVKLaciR1MfHu,https://api.spotify.com/v1/audio-analysis/1zELKhZAXNVKLaciR1MfHu,299141,4
0.8,0.634,1,-5.895,0,0.132,0.356,0.000605,0.0733,0.46,100.001,audio_features,5wNpnKRUxbPoIpDXFZ5NkU,spotify:track:5wNpnKRUxbPoIpDXFZ5NkU,https://api.spotify.com/v1/tracks/5wNpnKRUxbPoIpDXFZ5NkU,https://api.spotify.com/v1/audio-analysis/5wNpnKRUxbPoIpDXFZ5NkU,277279,4
0.335,0.675,1,-11.823,1,0.0651,0.164,0.0,0.489,0.643,111.408,audio_features,5gNmJneJWdk2GCK9mCNLuD,spotify:track:5gNmJneJWdk2GCK9mCNLuD,https://api.spotify.com/v1/tracks/5gNmJneJWdk2GCK9mCNLuD,https://api.spotify.com/v1/audio-analysis/5gNmJneJWdk2GCK9mCNLuD,764189,4
0.462,0.574,3,-9.646,0,0.1,0.921,0.0111,0.243,0.741,89.989,audio_features,1iIPI8CWallsW53fL9hwQh,spotify:track:1iIPI8CWallsW53fL9hwQh,https://api.spotify.com/v1/tracks/1iIPI8CWallsW53fL9hwQh,https://api.spotify.com/v1/audio-analysis/1iIPI8CWallsW53fL9hwQh,512774,4
0.52,0.495,3,-9.589,1,0.14,0.628,0.0,0.119,0.714,97.067,audio_features,58JrqhVLx1rUQ3l3NIHHlG,spotify:track:58JrqhVLx1rUQ3l3NIHHlG,https://api.spotify.com/v1/tracks/58JrqhVLx1rUQ3l3NIHHlG,https://api.spotify.com/v1/audio-analysis/58JrqhVLx1rUQ3l3NIHHlG,1136560,4
0.353,0.808,1,-4.989,1,0.0898,0.406,3.27e-06,0.392,0.491,73.713,audio_features,1aDW8ixWyS9YIyapp5JYLu,spotify:track:1aDW8ixWyS9YIyapp5JYLu,https://api.spotify.com/v1/tracks/1aDW8ixWyS9YIyapp5JYLu,https://api.spotify.com/v1/audio-analysis/1aDW8ixWyS9YIyapp5JYLu,434595,4
0.52,0.591,3,-13.536,1,0.06,0.397,0.0,0.632,0.831,136.768,audio_features,3nsG910SMV4odWqxMKqGRS,spotify:track:3nsG910SMV4odWqxMKqGRS,https://api.spotify.com/v1/tracks/3nsG910SMV4odWqxMKqGRS,https://api.spotify.com/v1/audio-analysis/3nsG910SMV4odWqxMKqGRS,1394312,4
0.468,0.783,1,-4.68,1,0.153,0.681,9.75e-05,0.342,0.671,110.227,audio_features,5OXT6kJkcbxiPjRdV1QXFq,spotify:track:5OXT6kJkcbxiPjRdV1QXFq,https://api.spotify.com/v1/tracks/5OXT6kJkcbxiPjRdV1QXFq,https://api.spotify.com/v1/audio-analysis/5OXT6kJkcbxiPjRdV1QXFq,1058004,4
0.687,0.772,11,-6.316,0,0.0376,0.641,0.00089,0.395,0.956,96.047,audio_features,4CpDiF2vzmxFDeVgr30gN2,spotify:track:4CpDiF2vzmxFDeVgr30gN2,https://api.spotify.com/v1/tracks/4CpDiF2vzmxFDeVgr30gN2,https://api.spotify.com/v1/audio-analysis/4CpDiF2vzmxFDeVgr30gN2,261250,4
0.736,0.784,11,-6.358,0,0.0357,0.655,0.000692,0.34,0.931,95.958,audio_features,1Ajz4tb1HNEFKYiHMF5rDM,spotify:track:1Ajz4tb1HNEFKYiHMF5rDM,https://api.spotify.com/v1/tracks/1Ajz4tb1HNEFKYiHMF5rDM,https://api.spotify.com/v1/audio-analysis/1Ajz4tb1HNEFKYiHMF5rDM,250000,4
0.535,0.801,9,-5.986,0,0.108,0.813,3.96e-05,0.945,0.674,90.121,audio_features,1NQhlyh2tNyhTNVSudFUIR,spotify:track:1NQhlyh2tNyhTNVSudFUIR,https://api.spotify.com/v1/tracks/1NQhlyh2tNyhTNVSudFUIR,https://api.spotify.com/v1/audio-analysis/1NQhlyh2tNyhTNVSudFUIR,306000,4
0.63,0.64,3,-7.833,1,0.0836,0.796,4.05e-05,0.133,0.416,91.953,audio_features,3QKqQ6LaBzdHSAihmJxOhH,spotify:track:3QKqQ6LaBzdHSAihmJxOhH,https://api.spotify.com/v1/tracks/3QKqQ6LaBzdHSAihmJxOhH,https://api.spotify.com/v1/audio-analysis/3QKqQ6LaBzdHSAihmJxOhH,162000,4
0.353,0.86,3,-4.02,0,0.0584,0.47,3.11e-06,0.0671,0.803,160.663,audio_features,4eu4z1rhGirItxRr5Wgb6h,spotify:track:4eu4z1rhGirItxRr5Wgb6h,https://api.spotify.com/v1/tracks/4eu4z1rhGirItxRr5Wgb6h,https://api.spotify.com/v1/audio-analysis/4eu4z1rhGirItxRr5Wgb6h,510667,4
0.518,0.706,10,-7.602,1,0.0722,0.16,0.000437,0.211,0.687,94.916,audio_features,36GaWcTxCQdZ3TjBzf6QOM,spotify:track:36GaWcTxCQdZ3TjBzf6QOM,https://api.spotify.com/v1/tracks/36GaWcTxCQdZ3TjBzf6QOM,https://api.spotify.com/v1/audio-analysis/36GaWcTxCQdZ3TjBzf6QOM,320052,4
0.446,0.741,1,-10.734,1,0.0737,0.101,0.0585,0.31,0.767,118.479,audio_features,4DeJZKLeq2sKRIRMVUQfr3,spotify:track:4DeJZKLeq2sKRIRMVUQfr3,https://api.spotify.com/v1/tracks/4DeJZKLeq2sKRIRMVUQfr3,https://api.spotify.com/v1/audio-analysis/4DeJZKLeq2sKRIRMVUQfr3,903372,4
0.465,0.692,8,-9.222,1,0.0738,0.138,0.000188,0.668,0.764,112.619,audio_features,2amrgg9O41iXSAIRnxU7su,spotify:track:2amrgg9O41iXSAIRnxU7su,https://api.spotify.com/v1/tracks/2amrgg9O41iXSAIRnxU7su,https://api.spotify.com/v1/audio-analysis/2amrgg9O41iXSAIRnxU7su,578177,4
0.555,0.472,5,-12.315,1,0.0344,0.68,0.748,0.32,0.663,128.464,audio_features,0GGNrYfrOQHlzmVQn3gsPJ,spotify:track:0GGNrYfrOQHlzmVQn3gsPJ,https://api.spotify.com/v1/tracks/0GGNrYfrOQHlzmVQn3gsPJ,https://api.spotify.com/v1/audio-analysis/0GGNrYfrOQHlzmVQn3gsPJ,767320,4
0.596,0.861,8,-5.911,1,0.21,0.294,0.0989,0.0414,0.923,92.329,audio_features,0yhJKRSvrp4PkMtetqHKvq,spotify:track:0yhJKRSvrp4PkMtetqHKvq,https://api.spotify.com/v1/tracks/0yhJKRSvrp4PkMtetqHKvq,https://api.spotify.com/v1/audio-analysis/0yhJKRSvrp4PkMtetqHKvq,503268,4
0.485,0.419,11,-13.396,0,0.0416,0.497,0.0,0.145,0.817,143.749,audio_features,2mzVLNrdQKvRIdzImLGnCr,spotify:track:2mzVLNrdQKvRIdzImLGnCr,https://api.spotify.com/v1/tracks/2mzVLNrdQKvRIdzImLGnCr,https://api.spotify.com/v1/audio-analysis/2mzVLNrdQKvRIdzImLGnCr,1242827,3
0.497,0.568,5,-12.625,1,0.164,0.632,0.00185,0.161,0.81,115.14,audio_features,5Oc8GsX3jYHZqB470dtpaf,spotify:track:5Oc8GsX3jYHZqB470dtpaf,https://api.spotify.com/v1/tracks/5Oc8GsX3jYHZqB470dtpaf,https://api.spotify.com/v1/audio-analysis/5Oc8GsX3jYHZqB470dtpaf,888440,4
0.45,0.676,1,-7.245,1,0.0453,0.228,0.000131,0.917,0.251,122.713,audio_features,74rTrupeo7xmPVGkZJoctQ,spotify:track:74rTrupeo7xmPVGkZJoctQ,https://api.spotify.com/v1/tracks/74rTrupeo7xmPVGkZJoctQ,https://api.spotify.com/v1/audio-analysis/74rTrupeo7xmPVGkZJoctQ,941000,4
0.51,0.603,8,-12.885,1,0.28,0.72,2.1e-05,0.384,0.864,118.448,audio_features,7MqZYy7Wfuc2mK6j98qPuz,spotify:track:7MqZYy7Wfuc2mK6j98qPuz,https://api.spotify.com/v1/tracks/7MqZYy7Wfuc2mK6j98qPuz,https://api.spotify.com/v1/audio-analysis/7MqZYy7Wfuc2mK6j98qPuz,622600,4
0.384,0.83,3,-5.917,1,0.045,0.239,1.67e-05,0.233,0.806,162.689,audio_features,0SU8oE0TdMtB3Mlgh4iwu3,spotify:track:0SU8oE0TdMtB3Mlgh4iwu3,https://api.spotify.com/v1/tracks/0SU8oE0TdMtB3Mlgh4iwu3,https://api.spotify.com/v1/audio-analysis/0SU8oE0TdMtB3Mlgh4iwu3,593920,4
0.493,0.65,8,-13.19,1,0.0787,0.548,0.0632,0.442,0.506,112.989,audio_features,0uQIelgSrS83EqQ0ckaDuj,spotify:track:0uQIelgSrS83EqQ0ckaDuj,https://api.spotify.com/v1/tracks/0uQIelgSrS83EqQ0ckaDuj,https://api.spotify.com/v1/audio-analysis/0uQIelgSrS83EqQ0ckaDuj,632093,4
0.477,0.7,4,-6.732,1,0.0826,0.366,0.0,0.535,0.764,144.056,audio_features,7dzIztdeBSCmbKCGTAI5WI,spotify:track:7dzIztdeBSCmbKCGTAI5WI,https://api.spotify.com/v1/tracks/7dzIztdeBSCmbKCGTAI5WI,https://api.spotify.com/v1/audio-analysis/7dzIztdeBSCmbKCGTAI5WI,418201,4
0.803,0.701,9,-10.833,1,0.0642,0.298,2.23e-05,0.0948,0.879,102.021,audio_features,0q0HGPU7uNdia81NqoZoGD,spotify:track:0q0HGPU7uNdia81NqoZoGD,https://api.spotify.com/v1/tracks/0q0HGPU7uNdia81NqoZoGD,https://api.spotify.com/v1/audio-analysis/0q0HGPU7uNdia81NqoZoGD,591947,4
0.442,0.588,3,-12.984,0,0.039,0.0532,8.37e-06,0.288,0.716,152.598,audio_features,6Z2iIeU3VyrVXPYMQkWr36,spotify:track:6Z2iIeU3VyrVXPYMQkWr36,https://api.spotify.com/v1/tracks/6Z2iIeU3VyrVXPYMQkWr36,https://api.spotify.com/v1/audio-analysis/6Z2iIeU3VyrVXPYMQkWr36,391667,4
0.603,0.682,7,-7.012,1,0.0335,0.266,0.0,0.299,0.937,161.303,audio_features,6uyXtWlTyXcfUjw6RzuCpZ,spotify:track:6uyXtWlTyXcfUjw6RzuCpZ,https://api.spotify.com/v1/tracks/6uyXtWlTyXcfUjw6RzuCpZ,https://api.spotify.com/v1/audio-analysis/6uyXtWlTyXcfUjw6RzuCpZ,478507,4
0.544,0.617,4,-8.754,0,0.116,0.371,0.0,0.251,0.75,79.212,audio_features,27IPHHGxPKiE0YejHqRtFc,spotify:track:27IPHHGxPKiE0YejHqRtFc,https://api.spotify.com/v1/tracks/27IPHHGxPKiE0YejHqRtFc,https://api.spotify.com/v1/audio-analysis/27IPHHGxPKiE0YejHqRtFc,977746,4
0.386,0.448,7,-14.071,1,0.0482,0.365,1.91e-05,0.283,0.551,150.465,audio_features,0tK9ucDQHGeO114A2Zkigc,spotify:track:0tK9ucDQHGeO114A2Zkigc,https://api.spotify.com/v1/tracks/0tK9ucDQHGeO114A2Zkigc,https://api.spotify.com/v1/audio-analysis/0tK9ucDQHGeO114A2Zkigc,435573,3
