danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.838,0.771,1,-3.791,1,0.244,0.0117,0.0,0.0853,0.405,175.957,audio_features,2Xqd0wUttjueBfdcltADOv,spotify:track:2Xqd0wUttjueBfdcltADOv,https://api.spotify.com/v1/tracks/2Xqd0wUttjueBfdcltADOv,https://api.spotify.com/v1/audio-analysis/2Xqd0wUttjueBfdcltADOv,245387,4
0.886,0.473,7,-7.338,0,0.255,0.27,2.58e-05,0.0864,0.438,135.065,audio_features,1f5PNhkNgUpvDEeZfcIlO1,spotify:track:1f5PNhkNgUpvDEeZfcIlO1,https://api.spotify.com/v1/tracks/1f5PNhkNgUpvDEeZfcIlO1,https://api.spotify.com/v1/audio-analysis/1f5PNhkNgUpvDEeZfcIlO1,200205,4
0.904,0.518,2,-5.32,1,0.183,0.0305,0.0,0.325,0.188,137.996,audio_features,4wFjTWCunQFKtukqrNijEt,spotify:track:4wFjTWCunQFKtukqrNijEt,https://api.spotify.com/v1/tracks/4wFjTWCunQFKtukqrNijEt,https://api.spotify.com/v1/audio-analysis/4wFjTWCunQFKtukqrNijEt,303077,4
0.791,0.504,10,-7.864,1,0.266,0.0183,0.0,0.0963,0.355,159.949,audio_features,0CfmNX2TXk7yoJqHJiixnp,spotify:track:0CfmNX2TXk7yoJqHJiixnp,https://api.spotify.com/v1/tracks/0CfmNX2TXk7yoJqHJiixnp,https://api.spotify.com/v1/audio-analysis/0CfmNX2TXk7yoJqHJiixnp,230953,4
0.704,0.859,5,-4.877,0,0.0996,0.0185,0.0,0.0215,0.926,105.115,audio_features,3Vo4wInECJQuz9BIBMOu8i,spotify:track:3Vo4wInECJQuz9BIBMOu8i,https://api.spotify.com/v1/tracks/3Vo4wInECJQuz9BIBMOu8i,https://api.spotify.com/v1/audio-analysis/3Vo4wInECJQuz9BIBMOu8i,217289,4
0.838,0.637,2,-4.708,1,0.22,0.159,0.0,0.0704,0.352,116.077,audio_features,5XdHz3HfGGOsvdhe06oxts,spotify:track:5XdHz3HfGGOsvdhe06oxts,https://api.spotify.com/v1/tracks/5XdHz3HfGGOsvdhe06oxts,https://api.spotify.com/v1/audio-analysis/5XdHz3HfGGOsvdhe06oxts,233793,4
0.822,0.743,1,-2.038,1,0.0451,0.213,0.0103,0.0957,0.78,98.005,audio_features,2m2ZGfJcs3lHWNPzhWH3XH,spotify:track:2m2ZGfJcs3lHWNPzhWH3XH,https://api.spotify.com/v1/tracks/2m2ZGfJcs3lHWNPzhWH3XH,https://api.spotify.com/v1/audio-analysis/2m2ZGfJcs3lHWNPzhWH3XH,256551,4
0.948,0.5,2,-6.295,1,0.235,0.0161,0.0,0.109,0.235,133.056,audio_features,6XTetcNx1W6CKG0lSSnvrq,spotify:track:6XTetcNx1W6CKG0lSSnvrq,https://api.spotify.com/v1/tracks/6XTetcNx1W6CKG0lSSnvrq,https://api.spotify.com/v1/audio-analysis/6XTetcNx1W6CKG0lSSnvrq,219227,4
0.782,0.539,2,-8.665,1,0.407,0.0383,3.5e-06,0.3,0.652,130.337,audio_features,1KTkfG53uAWmD5AknK8qWY,spotify:track:1KTkfG53uAWmD5AknK8qWY,https://api.spotify.com/v1/tracks/1KTkfG53uAWmD5AknK8qWY,https://api.spotify.com/v1/audio-analysis/1KTkfG53uAWmD5AknK8qWY,168150,4
0.875,0.64,1,-8.622,0,0.175,0.0351,4.01e-06,0.11,0.139,119.105,audio_features,2g5TgTjDM64RjrPL5eC0Q1,spotify:track:2g5TgTjDM64RjrPL5eC0Q1,https://api.spotify.com/v1/tracks/2g5TgTjDM64RjrPL5eC0Q1,https://api.spotify.com/v1/audio-analysis/2g5TgTjDM64RjrPL5eC0Q1,129045,4
