danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.668,0.26,7,-14.256,1,0.0523,0.453,0.0,0.0621,0.368,119.416,audio_features,5b7OgznPJJr1vHNYGyvxau,spotify:track:5b7OgznPJJr1vHNYGyvxau,https://api.spotify.com/v1/tracks/5b7OgznPJJr1vHNYGyvxau,https://api.spotify.com/v1/audio-analysis/5b7OgznPJJr1vHNYGyvxau,147000,4
0.401,0.381,2,-7.458,1,0.0274,0.7,0.0,0.122,0.229,75.454,audio_features,3spdoTYpuCpmq19tuD0bOe,spotify:track:3spdoTYpuCpmq19tuD0bOe,https://api.spotify.com/v1/tracks/3spdoTYpuCpmq19tuD0bOe,https://api.spotify.com/v1/audio-analysis/3spdoTYpuCpmq19tuD0bOe,276800,4
0.56,0.434,4,-14.151,0,0.0729,0.55,0.0,0.346,0.664,112.803,audio_features,4FmCUATNIarCQh72JYdvnm,spotify:track:4FmCUATNIarCQh72JYdvnm,https://api.spotify.com/v1/tracks/4FmCUATNIarCQh72JYdvnm,https://api.spotify.com/v1/audio-analysis/4FmCUATNIarCQh72JYdvnm,187040,3
0.652,0.259,2,-13.336,1,0.0595,0.903,0.0,0.362,0.836,142.169,audio_features,4kKdvXD0ez7jp1296JmAts,spotify:track:4kKdvXD0ez7jp1296JmAts,https://api.spotify.com/v1/tracks/4kKdvXD0ez7jp1296JmAts,https://api.spotify.com/v1/audio-analysis/4kKdvXD0ez7jp1296JmAts,155453,4
0.257,0.338,4,-12.902,1,0.0357,0.736,0.0,0.252,0.544,207.356,audio_features,4feXcsElKIVsGwkbnTHAfV,spotify:track:4feXcsElKIVsGwkbnTHAfV,https://api.spotify.com/v1/tracks/4feXcsElKIVsGwkbnTHAfV,https://api.spotify.com/v1/audio-analysis/4feXcsElKIVsGwkbnTHAfV,162493,4
0.259,0.473,5,-8.275,1,0.0295,0.592,0.0,0.201,0.539,90.348,audio_features,74VR3AkGPhbYXnxcOYa16x,spotify:track:74VR3AkGPhbYXnxcOYa16x,https://api.spotify.com/v1/tracks/74VR3AkGPhbYXnxcOYa16x,https://api.spotify.com/v1/audio-analysis/74VR3AkGPhbYXnxcOYa16x,157867,4
0.585,0.247,1,-12.612,1,0.04,0.452,8.85e-06,0.107,0.591,127.15,audio_features,3aEJMh1cXKEjgh52claxQp,spotify:track:3aEJMh1cXKEjgh52claxQp,https://api.spotify.com/v1/tracks/3aEJMh1cXKEjgh52claxQp,https://api.spotify.com/v1/audio-analysis/3aEJMh1cXKEjgh52claxQp,223760,4
0.622,0.24,5,-14.067,0,0.0363,0.798,0.0,0.142,0.587,132.234,audio_features,0elmUoU7eMPwZX1Mw1MnQo,spotify:track:0elmUoU7eMPwZX1Mw1MnQo,https://api.spotify.com/v1/tracks/0elmUoU7eMPwZX1Mw1MnQo,https://api.spotify.com/v1/audio-analysis/0elmUoU7eMPwZX1Mw1MnQo,202160,4
0.262,0.137,8,-15.235,1,0.0344,0.913,6.74e-06,0.267,0.288,92.183,audio_features,2FPfeYlrbSBR8PwCU0zaqq,spotify:track:2FPfeYlrbSBR8PwCU0zaqq,https://api.spotify.com/v1/tracks/2FPfeYlrbSBR8PwCU0zaqq,https://api.spotify.com/v1/audio-analysis/2FPfeYlrbSBR8PwCU0zaqq,206600,3
0.574,0.338,6,-11.376,1,0.042,0.845,0.0,0.165,0.493,67.008,audio_features,4hHbeIIKO5Y5uLyIEbY9Gn,spotify:track:4hHbeIIKO5Y5uLyIEbY9Gn,https://api.spotify.com/v1/tracks/4hHbeIIKO5Y5uLyIEbY9Gn,https://api.spotify.com/v1/audio-analysis/4hHbeIIKO5Y5uLyIEbY9Gn,199093,4
